              Vardas             Pavarde       ND1       ND2       ND3       ND4       ND5      Egz.
          Vardas5165         Pavarde5165         2         2         4         2         3         1
          Vardas5166         Pavarde5166         2         2         7         6         5         9
          Vardas5167         Pavarde5167         7         5         6         3         5         6
          Vardas5168         Pavarde5168         7         7         3         6        10         8
          Vardas5169         Pavarde5169         3         8         6         5        10         6
          Vardas5170         Pavarde5170         6         1         3         7         9         7
          Vardas5171         Pavarde5171         2         3         3         9         4         6
          Vardas5172         Pavarde5172         7         7         2         8         1         5
          Vardas5173         Pavarde5173         4         9         6         2         5         1
          Vardas5174         Pavarde5174         9         1         4         1         7         9
          Vardas5175         Pavarde5175         4         8         6         5         6        10
          Vardas5176         Pavarde5176         2         2         7         8         2         6
          Vardas5177         Pavarde5177         1         2         3        10         3         2
          Vardas5178         Pavarde5178         5         8         6         2         8         2
          Vardas5179         Pavarde5179         8         6        10         3         2         4
          Vardas5180         Pavarde5180         5         5        10        10         3         5
          Vardas5181         Pavarde5181         2         2         6        10         3         4
          Vardas5182         Pavarde5182         7         5         3        10         1         6
          Vardas5183         Pavarde5183         8         5         5         3         8        10
          Vardas5184         Pavarde5184         6         6        10         1         9         9
          Vardas5185         Pavarde5185         5         7         3         7         2         4
          Vardas5186         Pavarde5186         8         3         4         5         1         1
          Vardas5187         Pavarde5187         1         7        10         3         4         3
          Vardas5188         Pavarde5188         9         6         6         1         7         1
          Vardas5189         Pavarde5189         8         8         8         8         9         5
          Vardas5190         Pavarde5190         1         4         2         5         2        10
          Vardas5191         Pavarde5191         1        10         5         7        10         3
          Vardas5192         Pavarde5192         1         8         1         4         8         1
          Vardas5193         Pavarde5193        10         4         9         4         4        10
          Vardas5194         Pavarde5194         1         1        10         1         9         9
          Vardas5195         Pavarde5195         7         3         3         1         6         8
          Vardas5196         Pavarde5196         8         3         7         7         4         1
          Vardas5197         Pavarde5197         4         2         3         9         6         1
          Vardas5198         Pavarde5198         3         1         7        10         8         1
          Vardas5199         Pavarde5199         9         8         3         2         9        10
          Vardas5200         Pavarde5200         5         2         8         8         2        10
          Vardas5201         Pavarde5201         5         6         6         1         5         2
          Vardas5202         Pavarde5202         9         7         1         2         9         6
          Vardas5203         Pavarde5203         2         8         7         4         2         6
          Vardas5204         Pavarde5204         1         2         6         1         4         6
          Vardas5205         Pavarde5205         9         7         2         5         3         5
          Vardas5206         Pavarde5206         9         7         9         6         4         1
          Vardas5207         Pavarde5207        10         6         8         7         2        10
          Vardas5208         Pavarde5208         9         7         3         4         6         1
          Vardas5209         Pavarde5209         4         9         2         1         3         8
          Vardas5210         Pavarde5210         5         3         4         1        10        10
          Vardas5211         Pavarde5211         8         2         4         2         9         2
          Vardas5212         Pavarde5212         2         2         4         8         1         2
          Vardas5213         Pavarde5213         7        10         1         9         6         3
          Vardas5214         Pavarde5214         4         8         8         2         3         2
          Vardas5215         Pavarde5215         6         4         3         8         8         1
          Vardas5216         Pavarde5216         9         8         1         4         4         5
          Vardas5217         Pavarde5217         5        10         5         9         9         5
          Vardas5218         Pavarde5218         5         3        10         6         7         8
          Vardas5219         Pavarde5219         6         1         4         1         4         1
          Vardas5220         Pavarde5220         1         5         1         3         4         2
          Vardas5221         Pavarde5221         1         5         3         9         9         4
          Vardas5222         Pavarde5222         1         2         7         9         7         9
          Vardas5223         Pavarde5223         1         3         7         7         5         6
          Vardas5224         Pavarde5224         5        10         2         2        10         2
          Vardas5225         Pavarde5225         2         6         1         9         2         8
          Vardas5226         Pavarde5226         7        10         9         4         6         7
          Vardas5227         Pavarde5227         6         6         4         1         9         5
          Vardas5228         Pavarde5228         6         2         9         4         6         1
          Vardas5229         Pavarde5229         8         1         4         4         8         7
          Vardas5230         Pavarde5230         8         8         9         7         8         5
          Vardas5231         Pavarde5231         6         5        10         4         4         2
          Vardas5232         Pavarde5232        10        10         3         2         7         8
          Vardas5233         Pavarde5233         1         8         3        10         2         7
          Vardas5234         Pavarde5234         4         7         1         2        10         3
          Vardas5235         Pavarde5235         6         7         6         3         9         8
          Vardas5236         Pavarde5236         6         5         7         2         6        10
          Vardas5237         Pavarde5237         9         7         3        10         3         2
          Vardas5238         Pavarde5238         2         5         3         9         1         5
          Vardas5239         Pavarde5239         3         8         2         5         4         1
          Vardas5240         Pavarde5240        10         8         4         4         5         8
          Vardas5241         Pavarde5241         4        10         9        10         6         9
          Vardas5242         Pavarde5242         3         2         9         7         1        10
          Vardas5243         Pavarde5243         7         6         3         4         7         4
          Vardas5244         Pavarde5244        10         5        10         5         2        10
          Vardas5245         Pavarde5245         7         5         5         1         7         4
          Vardas5246         Pavarde5246        10         7         9        10         8         3
          Vardas5247         Pavarde5247         9         1         4         8         2         4
          Vardas5248         Pavarde5248         4         6         3         4         6         2
          Vardas5249         Pavarde5249         2         7         2         5        10         2
          Vardas5250         Pavarde5250         5         4         4         5         2        10
          Vardas5251         Pavarde5251         6         9         1         6         8        10
          Vardas5252         Pavarde5252         5         8         3         4        10         6
          Vardas5253         Pavarde5253         6         4        10         9         6         6
          Vardas5254         Pavarde5254         5         2         2         9         2         9
          Vardas5255         Pavarde5255         2         8         7         9         7         7
          Vardas5256         Pavarde5256         5         2         6         4         9         3
          Vardas5257         Pavarde5257         4         5         2         6         9         6
          Vardas5258         Pavarde5258         7         9         7         8         1         6
          Vardas5259         Pavarde5259         3         8         5         4         5         7
          Vardas5260         Pavarde5260         8         8         4         5         1         4
          Vardas5261         Pavarde5261         3         3         7         3         8        10
          Vardas5262         Pavarde5262         7         1         4         7         5         9
          Vardas5263         Pavarde5263         8        10         1         9         4         5
          Vardas5264         Pavarde5264         5        10         4         8         3         2
          Vardas5265         Pavarde5265         5        10         4        10         9         3
          Vardas5266         Pavarde5266         3         6         3         8         8         9
          Vardas5267         Pavarde5267         9         6         4         7         5         9
          Vardas5268         Pavarde5268         2         3         5         9         6         6
          Vardas5269         Pavarde5269         7         1         7         9         3         7
          Vardas5270         Pavarde5270         3         2         8         8         8         6
          Vardas5271         Pavarde5271         3         6         6         7         9         1
          Vardas5272         Pavarde5272         9         6         3         9         3         7
          Vardas5273         Pavarde5273         1        10         4        10         7         1
          Vardas5274         Pavarde5274         4         5         8         7         1        10
          Vardas5275         Pavarde5275         3         9         5         5         1         4
          Vardas5276         Pavarde5276         9         9         5         6         2        10
          Vardas5277         Pavarde5277        10         1         9        10         9         2
          Vardas5278         Pavarde5278         3         9         5         7        10         3
          Vardas5279         Pavarde5279         2         1        10         1         8         7
          Vardas5280         Pavarde5280         1         1         7         3         8         4
          Vardas5281         Pavarde5281         8         5         6         3         7         9
          Vardas5282         Pavarde5282         6         3         9         4         9        10
          Vardas5283         Pavarde5283         2         6         9        10         3         7
          Vardas5284         Pavarde5284         6         6         4         9         1         8
          Vardas5285         Pavarde5285         7         5         7         8         5         8
          Vardas5286         Pavarde5286         3         9         1         7         2         2
          Vardas5287         Pavarde5287         7        10         6         7         4         1
          Vardas5288         Pavarde5288         5         8         9         4         7         6
          Vardas5289         Pavarde5289         2         2         1         8         2         7
          Vardas5290         Pavarde5290         8        10         9         7         1         3
          Vardas5291         Pavarde5291         6         1         6         8         1         5
          Vardas5292         Pavarde5292         4         6         7         6         6         9
          Vardas5293         Pavarde5293         4         8         8         4         8         5
          Vardas5294         Pavarde5294         3        10         1         6         3         8
          Vardas5295         Pavarde5295         1         7         8         7        10        10
          Vardas5296         Pavarde5296         3         4         6        10         6         8
          Vardas5297         Pavarde5297         7         9         4        10         4         1
          Vardas5298         Pavarde5298         5         6         6         1         6        10
          Vardas5299         Pavarde5299         9         4         4         2         1         6
          Vardas5300         Pavarde5300         9         6         7         1         4         2
          Vardas5301         Pavarde5301         9         4         3         5         1         1
          Vardas5302         Pavarde5302         9         1         4         1         1         7
          Vardas5303         Pavarde5303         8        10         8         2         2         8
          Vardas5304         Pavarde5304         3         8         4         2         3         1
          Vardas5305         Pavarde5305         9         4         1         8         6         1
          Vardas5306         Pavarde5306        10         9        10         4         6         9
          Vardas5307         Pavarde5307         4         6         6         3         4         6
          Vardas5308         Pavarde5308         9         6         2         9         7         5
          Vardas5309         Pavarde5309         4         7         9        10         4         2
          Vardas5310         Pavarde5310         1         6         3         8         9        10
          Vardas5311         Pavarde5311        10         9         8         6         7         1
          Vardas5312         Pavarde5312         3         6         7         9         2         7
          Vardas5313         Pavarde5313         5         6         9         1         6         5
          Vardas5314         Pavarde5314         7         9         3         7         8         2
          Vardas5315         Pavarde5315        10         6         5         7         6         7
          Vardas5316         Pavarde5316         4         4         1         4         8         5
          Vardas5317         Pavarde5317         1         4         1        10         5         5
          Vardas5318         Pavarde5318         4        10         1         6         7        10
          Vardas5319         Pavarde5319         6         6         5        10         4         8
          Vardas5320         Pavarde5320         6        10         1         1         1         4
          Vardas5321         Pavarde5321         7         6         6         2         6         5
          Vardas5322         Pavarde5322         7        10         7         2         4         3
          Vardas5323         Pavarde5323         4         2        10         3         8         3
          Vardas5324         Pavarde5324         8         9         1         3         5         1
          Vardas5325         Pavarde5325         6         2         8         8         7         9
          Vardas5326         Pavarde5326         3         6         9         2         6         6
          Vardas5327         Pavarde5327         7         9         5        10         7         2
          Vardas5328         Pavarde5328         5         4        10        10         3         2
          Vardas5329         Pavarde5329         4         6         1         4         6         9
          Vardas5330         Pavarde5330         2         9         8         6         3         9
          Vardas5331         Pavarde5331        10         5         1         7         2         6
          Vardas5332         Pavarde5332         2         1         6         8         5         9
          Vardas5333         Pavarde5333         3        10         8         1         2         7
          Vardas5334         Pavarde5334         9         5         2         7         2         2
          Vardas5335         Pavarde5335         8         3         4         7         1         6
          Vardas5336         Pavarde5336         2         3         9         4         3         5
          Vardas5337         Pavarde5337         9         6         1        10         3         9
          Vardas5338         Pavarde5338         9        10         1        10         3         9
          Vardas5339         Pavarde5339         6         8         7         2         8         6
          Vardas5340         Pavarde5340         2         7         5         4         9         8
          Vardas5341         Pavarde5341         9         5         5         1        10         6
          Vardas5342         Pavarde5342         6         8         3         1         3         1
          Vardas5343         Pavarde5343        10        10         8         3         1         9
          Vardas5344         Pavarde5344         6        10         6         1        10         2
          Vardas5345         Pavarde5345         2        10         6         3         8         5
          Vardas5346         Pavarde5346         3         8         9         9         7         6
          Vardas5347         Pavarde5347        10         9         8         2         5         3
          Vardas5348         Pavarde5348         8        10         5        10         3         9
          Vardas5349         Pavarde5349         2         3         1         8         1         8
          Vardas5350         Pavarde5350        10         5         9         5         3         9
          Vardas5351         Pavarde5351         9         9         6         4         6         1
          Vardas5352         Pavarde5352         1        10         7         8         8         2
          Vardas5353         Pavarde5353         2         2         4         6        10         4
          Vardas5354         Pavarde5354         4         5         9         2         8        10
          Vardas5355         Pavarde5355         3         7         5         9         1         2
          Vardas5356         Pavarde5356         7         7         6         7         1         1
          Vardas5357         Pavarde5357         4         8         7         9        10         6
          Vardas5358         Pavarde5358         2         8         2         1         4         5
          Vardas5359         Pavarde5359         7         2        10         9         9         2
          Vardas5360         Pavarde5360         2         1         1         5        10         5
          Vardas5361         Pavarde5361         5        10        10         4         2         4
          Vardas5362         Pavarde5362         6         9         3         9         1         5
          Vardas5363         Pavarde5363         8         3         4         4         5         4
          Vardas5364         Pavarde5364         1         7        10         6         3         2
          Vardas5365         Pavarde5365         9         2         6         9         3         1
          Vardas5366         Pavarde5366        10         3         2         4         5         1
          Vardas5367         Pavarde5367         9        10        10         6         5         4
          Vardas5368         Pavarde5368         3         9         6         7        10         3
          Vardas5369         Pavarde5369         7         5         9         1         3         1
          Vardas5370         Pavarde5370         8         6         2         6         4         2
          Vardas5371         Pavarde5371         2         2         6         4         4         8
          Vardas5372         Pavarde5372         5         9         9         8         1         8
          Vardas5373         Pavarde5373         8         3         4         1         1         2
          Vardas5374         Pavarde5374         6         6         8         5         6         5
          Vardas5375         Pavarde5375         7         1        10         5         5         5
          Vardas5376         Pavarde5376         7        10        10         2         4        10
          Vardas5377         Pavarde5377         1         5         3         4         4         9
          Vardas5378         Pavarde5378         9         3         4         2         6         6
          Vardas5379         Pavarde5379         7         8         4         9         2         2
          Vardas5380         Pavarde5380         3         2         8         3         5         1
          Vardas5381         Pavarde5381         9         5         1         5         7         4
          Vardas5382         Pavarde5382         4         2         4         6         5         1
          Vardas5383         Pavarde5383         3         1         1        10         5         5
          Vardas5384         Pavarde5384         6         4         2         6         4         7
          Vardas5385         Pavarde5385         7         9         1         1         2         6
          Vardas5386         Pavarde5386         5         9         4         6         2         8
          Vardas5387         Pavarde5387         2         3         2         7         4         9
          Vardas5388         Pavarde5388         4         3        10         1         2         9
          Vardas5389         Pavarde5389         9         5         5         3         4         2
          Vardas5390         Pavarde5390         6         1         1         9         8         7
          Vardas5391         Pavarde5391         4         8         6         1         1        10
          Vardas5392         Pavarde5392         4         1         9         5         8         5
          Vardas5393         Pavarde5393         6         9         3         6         1         3
          Vardas5394         Pavarde5394         4         2         8         8         1         7
          Vardas5395         Pavarde5395         2        10         2         7         2         9
          Vardas5396         Pavarde5396         9         2         7         8         7         8
          Vardas5397         Pavarde5397         4         4         8         2         4         2
          Vardas5398         Pavarde5398         7         9         8         7         9         5
          Vardas5399         Pavarde5399         9         4         3        10         6        10
          Vardas5400         Pavarde5400        10         3         7        10         9         7
          Vardas5401         Pavarde5401         2         9        10         8         6         2
          Vardas5402         Pavarde5402         3         1         3         7         9         4
          Vardas5403         Pavarde5403         8         7         4         4        10         9
          Vardas5404         Pavarde5404         2         6        10         8         4        10
          Vardas5405         Pavarde5405        10         9         1         6         9         5
          Vardas5406         Pavarde5406         1         2         3         4         4         7
          Vardas5407         Pavarde5407         2         7         3         3         5         8
          Vardas5408         Pavarde5408        10         4         1         9         5         4
          Vardas5409         Pavarde5409         3         7         7         6         1         1
          Vardas5410         Pavarde5410         1        10        10         2         1         2
          Vardas5411         Pavarde5411        10         2         1         5         7         9
          Vardas5412         Pavarde5412         6         4         2        10         8        10
          Vardas5413         Pavarde5413         9         5         3        10         3         8
          Vardas5414         Pavarde5414         5         1        10         2         3         5
          Vardas5415         Pavarde5415         5         8         7         4         7         4
          Vardas5416         Pavarde5416         9         8         9         2         9         9
          Vardas5417         Pavarde5417        10         5         7         1         1         3
          Vardas5418         Pavarde5418         3         9         7         4         3        10
          Vardas5419         Pavarde5419         2         5         6         7         1         9
          Vardas5420         Pavarde5420         3         6         4         3         3         1
          Vardas5421         Pavarde5421         8        10         5        10        10         7
          Vardas5422         Pavarde5422        10         8         2         5         2         7
          Vardas5423         Pavarde5423         2         7         5         5        10        10
          Vardas5424         Pavarde5424         7         5         1         1         3         5
          Vardas5425         Pavarde5425         6         3         8         3         9         5
          Vardas5426         Pavarde5426         4         2         5         2         5         9
          Vardas5427         Pavarde5427         8         3         5         6        10         2
          Vardas5428         Pavarde5428         2         3         9         7         3         4
          Vardas5429         Pavarde5429         8         5         1         7         8         5
          Vardas5430         Pavarde5430         3         8         8         4        10         3
          Vardas5431         Pavarde5431         9         9         7         6        10         9
          Vardas5432         Pavarde5432         2        10         5         8         8         3
          Vardas5433         Pavarde5433         6         2        10         1         2         7
          Vardas5434         Pavarde5434         7         4         4         2         9         6
          Vardas5435         Pavarde5435         9         6         8         9         4         2
          Vardas5436         Pavarde5436         5         6         5         4         3         2
          Vardas5437         Pavarde5437         7         1         4         4         1         1
          Vardas5438         Pavarde5438         1         6         1         7         1         9
          Vardas5439         Pavarde5439         5         8         5         1         3         8
          Vardas5440         Pavarde5440         2         7         2         3         2         1
          Vardas5441         Pavarde5441         6         3         4         8         7         7
          Vardas5442         Pavarde5442         5         2         5        10         6         2
          Vardas5443         Pavarde5443         4         8         9         5         6         8
          Vardas5444         Pavarde5444         7         9         8         4         1        10
          Vardas5445         Pavarde5445         5         9         5         4         6         7
          Vardas5446         Pavarde5446         2         6         1        10         4         1
          Vardas5447         Pavarde5447        10         8         2         4         6         7
          Vardas5448         Pavarde5448         1         6         9         6         9         5
          Vardas5449         Pavarde5449         4         2         6         6        10         7
          Vardas5450         Pavarde5450         1         8         2         8         8         8
          Vardas5451         Pavarde5451         6         7         5         3         4         7
          Vardas5452         Pavarde5452         7         8         4        10         7         8
          Vardas5453         Pavarde5453         2         1         1         3        10         5
          Vardas5454         Pavarde5454         8         1         3         3         1         8
          Vardas5455         Pavarde5455         5         1         9         9         9        10
          Vardas5456         Pavarde5456         6         6         3         3         7         1
          Vardas5457         Pavarde5457         7         8         2         6         6         7
          Vardas5458         Pavarde5458         8         1         9         7        10         2
          Vardas5459         Pavarde5459         3         4         7         4         8         3
          Vardas5460         Pavarde5460         2         5         7         9         6         4
          Vardas5461         Pavarde5461         5         9         2         1         5         6
          Vardas5462         Pavarde5462         5         3         1         1         9         4
          Vardas5463         Pavarde5463         8         6         3         5         8         6
          Vardas5464         Pavarde5464         5         6         2         9         5         1
          Vardas5465         Pavarde5465         6         9         1         8         1         8
          Vardas5466         Pavarde5466         8         5         3         7         3         2
          Vardas5467         Pavarde5467         6         8         2        10        10         8
          Vardas5468         Pavarde5468        10         6        10         2        10         2
          Vardas5469         Pavarde5469         2         8         6         8         6         3
          Vardas5470         Pavarde5470         7         1         9         7         7         7
          Vardas5471         Pavarde5471         7         7         5         5         4         1
          Vardas5472         Pavarde5472         9         2         7         5         5         9
          Vardas5473         Pavarde5473         9         2         2         3         6         8
          Vardas5474         Pavarde5474         9         4         9        10         9         1
          Vardas5475         Pavarde5475         6         4         6         1         3         6
          Vardas5476         Pavarde5476        10         1         3         9        10         6
          Vardas5477         Pavarde5477         6         6         8         4         3         1
          Vardas5478         Pavarde5478         8         5         8         6         5         6
          Vardas5479         Pavarde5479         2        10         3         6         3         8
          Vardas5480         Pavarde5480         8         4         3        10         4         8
          Vardas5481         Pavarde5481         2         8         4        10         9         6
          Vardas5482         Pavarde5482         5         1         4         9         5         3
          Vardas5483         Pavarde5483         8         8         4         4         7         1
          Vardas5484         Pavarde5484         6         2         4         4         4         3
          Vardas5485         Pavarde5485         4         4         2         4         1         9
          Vardas5486         Pavarde5486         6         8         1         3        10         6
          Vardas5487         Pavarde5487         8         9         4         7         7         7
          Vardas5488         Pavarde5488        10        10         7         5         8         3
          Vardas5489         Pavarde5489         3         6         2         7         9         2
          Vardas5490         Pavarde5490         7         4         1         9         5         6
          Vardas5491         Pavarde5491         5         6         8         2         9         6
          Vardas5492         Pavarde5492         8         6         7         4         6         8
          Vardas5493         Pavarde5493         4         2         9         6         6         8
          Vardas5494         Pavarde5494         4         7         6         2         8         7
          Vardas5495         Pavarde5495         8         1         7         4         5         8
          Vardas5496         Pavarde5496        10         9         4         6         9         1
          Vardas5497         Pavarde5497         8         3         8        10        10         5
          Vardas5498         Pavarde5498         1         7         6         9         1        10
          Vardas5499         Pavarde5499         5         9         9         3         7         9
          Vardas5500         Pavarde5500        10         5         7         9         7         7
          Vardas5501         Pavarde5501         7         1         9         6         7         5
          Vardas5502         Pavarde5502         5        10         2         8         8         3
          Vardas5503         Pavarde5503         2         6         6         3         5         6
          Vardas5504         Pavarde5504         5         1         3         1         9         9
          Vardas5505         Pavarde5505         5         2         9         5         7         4
          Vardas5506         Pavarde5506         9         4         4         1         4        10
          Vardas5507         Pavarde5507         7         8        10         1         2         6
          Vardas5508         Pavarde5508         5         8         3         9         3         6
          Vardas5509         Pavarde5509         5         8         3         6         6        10
          Vardas5510         Pavarde5510         1         4         4         6         7        10
          Vardas5511         Pavarde5511         5         1         2         8         4         8
          Vardas5512         Pavarde5512         9         4         2         1         4         8
          Vardas5513         Pavarde5513         2         4         7         6         7        10
          Vardas5514         Pavarde5514         1        10        10         8         9         5
          Vardas5515         Pavarde5515         6        10         8        10         8         7
          Vardas5516         Pavarde5516        10         9         8         3         9         5
          Vardas5517         Pavarde5517         3         9         4         7         3         2
          Vardas5518         Pavarde5518         1         3         8         3         7         4
          Vardas5519         Pavarde5519         3         9        10         2         1         6
          Vardas5520         Pavarde5520         5         2        10         9         3         1
          Vardas5521         Pavarde5521         3         6         3         4         4        10
          Vardas5522         Pavarde5522         4         2         7         2         3         9
          Vardas5523         Pavarde5523         2         2         5         4         1        10
          Vardas5524         Pavarde5524         4         8         9         3         9         1
          Vardas5525         Pavarde5525         9         1         6         7         8         5
          Vardas5526         Pavarde5526         8         4         8         2         4         4
          Vardas5527         Pavarde5527         3         9         9         1        10        10
          Vardas5528         Pavarde5528         9         9         3         8         5         8
          Vardas5529         Pavarde5529         7         9         7         8         1         2
          Vardas5530         Pavarde5530         4         9         2         7         6         1
          Vardas5531         Pavarde5531         6         5         9         6         3         9
          Vardas5532         Pavarde5532         1         7         7         7         1         8
          Vardas5533         Pavarde5533         3         4         9         4         3         3
          Vardas5534         Pavarde5534        10         8         1         3         4         9
          Vardas5535         Pavarde5535        10         9         6         2        10         6
          Vardas5536         Pavarde5536         8         1         6         8         5         1
          Vardas5537         Pavarde5537         7         1         5        10         4         6
          Vardas5538         Pavarde5538         2         7         2         1         7         5
          Vardas5539         Pavarde5539         3         6         3         3        10         1
          Vardas5540         Pavarde5540         4         7        10         5         3         8
          Vardas5541         Pavarde5541         2        10         4         9         2         1
          Vardas5542         Pavarde5542         7         3         6         3         2         7
          Vardas5543         Pavarde5543         8         2         5         1         7         5
          Vardas5544         Pavarde5544         3         1         9         7         5         5
          Vardas5545         Pavarde5545         7        10         9         1         7         3
          Vardas5546         Pavarde5546         7         8        10         1         6         6
          Vardas5547         Pavarde5547         7         9         8         9         8         9
          Vardas5548         Pavarde5548        10         4         9         8         2         2
          Vardas5549         Pavarde5549         3         8         3         9         2         7
          Vardas5550         Pavarde5550         5         3         7        10         4         5
          Vardas5551         Pavarde5551         5         2        10        10         4         3
          Vardas5552         Pavarde5552         8         7         3         6         6         1
          Vardas5553         Pavarde5553         1         3        10         1        10        10
          Vardas5554         Pavarde5554         6         7         5         6         5         5
          Vardas5555         Pavarde5555         4         3        10         4         8         8
          Vardas5556         Pavarde5556         3         2         1         9         8         9
          Vardas5557         Pavarde5557         2         6        10         3         9         4
          Vardas5558         Pavarde5558         6        10         4         9         1        10
          Vardas5559         Pavarde5559         4         7         6         2         5        10
          Vardas5560         Pavarde5560         9         4         8         1         5         7
          Vardas5561         Pavarde5561         8         8         4         3         1         1
          Vardas5562         Pavarde5562         2         1         4         7         1         4
          Vardas5563         Pavarde5563         8         5         3         9         2         9
          Vardas5564         Pavarde5564         2         2         9         8         2         4
          Vardas5565         Pavarde5565         6         3         2         5        10         6
          Vardas5566         Pavarde5566         9         4        10         2         6         5
          Vardas5567         Pavarde5567        10         3         2         4        10        10
          Vardas5568         Pavarde5568         7         8         6         9         8         4
          Vardas5569         Pavarde5569        10         2        10         7         3         4
          Vardas5570         Pavarde5570         5        10         7         3         3         4
          Vardas5571         Pavarde5571         3         8         7         5         4         9
          Vardas5572         Pavarde5572         2         8         2         5         9         5
          Vardas5573         Pavarde5573        10         8         8         9         2         3
          Vardas5574         Pavarde5574         8        10         8         9         5         2
          Vardas5575         Pavarde5575         3         1         7         4         8         6
          Vardas5576         Pavarde5576         3         7         4         1         4         1
          Vardas5577         Pavarde5577        10         7         3         2         1         5
          Vardas5578         Pavarde5578        10         8         9         6         4         7
          Vardas5579         Pavarde5579         3         2         8         1         1         4
          Vardas5580         Pavarde5580         6         5         8         4         7         2
          Vardas5581         Pavarde5581         4         5         8         6         3         7
          Vardas5582         Pavarde5582         7         6         3         6         9        10
          Vardas5583         Pavarde5583         5         9         9        10         3         4
          Vardas5584         Pavarde5584         7         6         9         6         6        10
          Vardas5585         Pavarde5585         3         4         8         8         2         2
          Vardas5586         Pavarde5586         3         4         3         5         2         7
          Vardas5587         Pavarde5587         8         4         5         9         9         7
          Vardas5588         Pavarde5588         4        10         1         3         8         2
          Vardas5589         Pavarde5589         1         7         2         8         5         8
          Vardas5590         Pavarde5590         5         6         4         6         3         3
          Vardas5591         Pavarde5591        10         1         6         5         1         1
          Vardas5592         Pavarde5592         4         7         9         8         7         1
          Vardas5593         Pavarde5593         8         1         5         2         6        10
          Vardas5594         Pavarde5594         4         3         1         9         3         5
          Vardas5595         Pavarde5595         4         7         9         9         1        10
          Vardas5596         Pavarde5596         8         6         1         9         8         4
          Vardas5597         Pavarde5597         4         3         6         5         4         5
          Vardas5598         Pavarde5598         5         4         7         7         4         2
          Vardas5599         Pavarde5599         1         9        10         6         5         1
          Vardas5600         Pavarde5600         1         2         8         9         4         1
          Vardas5601         Pavarde5601         6         9         6         1         1         8
          Vardas5602         Pavarde5602         7         9         2         5         7         4
          Vardas5603         Pavarde5603         5         3         8         1         2         2
          Vardas5604         Pavarde5604         8         9         5         8        10         5
          Vardas5605         Pavarde5605        10         9         6         6         4        10
          Vardas5606         Pavarde5606         5         7         5         6         1         3
